date,Sump 01,Sump 02,Sump 03,Sump 03B,Sump 03C,Sump 04,Sump 05
30/11/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
1/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
2/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
3/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
4/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
5/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
6/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
7/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
8/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
9/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
10/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
11/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
12/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
13/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
14/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
15/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
16/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
17/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
18/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
19/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
20/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
21/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
22/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
23/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
24/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
25/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
26/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
27/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
28/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
29/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
30/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
31/12/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
1/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
2/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
3/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
4/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
5/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
6/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
7/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
8/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
9/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
10/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
11/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
12/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
13/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
14/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
15/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
16/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
17/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
18/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
19/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
20/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
21/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
22/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
23/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
24/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
25/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
26/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
27/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
28/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
29/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
30/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
31/01/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
1/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
2/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
3/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
4/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
5/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
6/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
7/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
8/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
9/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
10/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
11/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
12/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
13/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
14/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
15/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
16/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
17/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
18/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
19/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
20/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
21/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
22/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
23/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
24/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
25/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
26/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
27/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
28/02/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
1/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
2/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
3/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
4/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
5/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
6/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
7/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
8/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
9/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
10/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
11/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
12/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
13/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
14/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
15/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
16/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
17/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
18/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
19/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
20/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
21/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
22/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
23/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
24/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
25/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
26/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
27/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
28/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
29/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
30/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
31/03/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
1/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
2/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
3/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
4/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
5/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
6/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
7/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
8/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
9/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
10/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
11/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
12/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
13/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
14/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
15/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
16/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
17/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
18/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
19/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
20/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
21/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
22/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
23/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
24/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
25/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
26/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
27/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
28/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
29/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
30/04/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
1/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
2/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
3/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
4/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
5/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
6/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
7/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
8/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
9/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
10/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
11/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
12/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
13/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
14/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
15/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
16/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
17/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
18/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
19/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
20/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
21/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
22/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
23/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
24/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
25/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
26/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
27/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
28/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
29/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
30/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
31/05/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
1/06/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
2/06/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
3/06/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
4/06/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
5/06/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
6/06/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
7/06/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
8/06/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
9/06/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
10/06/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
11/06/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
12/06/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
13/06/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
14/06/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
15/06/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
16/06/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
17/06/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
18/06/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
19/06/2022,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
