date,Sump 01,Sump 02,Sump 03,Sump 03B,Sump 03C,Sump 04,Sump 05
4/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
5/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
6/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
7/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
8/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
9/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
10/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
11/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
12/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
13/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
14/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
15/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
16/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
17/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
18/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
19/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
20/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
21/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
22/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
23/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
24/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
25/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
26/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
27/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
28/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
29/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
30/09/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
1/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
2/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
3/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
4/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
5/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
6/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
7/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
8/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
9/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
10/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
11/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
12/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
13/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
14/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
15/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
16/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
17/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
18/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
19/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
20/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
21/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
22/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
23/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
24/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
25/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
26/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
27/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
28/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
29/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
30/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
31/10/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
1/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
2/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
3/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
4/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
5/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
6/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
7/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
8/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
9/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
10/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
11/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
12/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
13/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
14/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
15/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
16/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
17/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
18/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
19/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
20/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
21/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
22/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
23/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
24/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
25/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
26/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
27/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
28/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
29/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
30/11/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
1/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
2/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
3/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
4/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
5/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
6/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
7/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
8/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
9/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
10/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
11/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
12/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
13/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
14/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
15/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
16/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
17/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
18/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
19/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
20/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
21/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
22/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
23/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
24/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
25/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
26/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
27/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
28/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
29/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
30/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
31/12/2020,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
1/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
2/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
3/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
4/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
5/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
6/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
7/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
8/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
9/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
10/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
11/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
12/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
13/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
14/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
15/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
16/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
17/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
18/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
19/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
20/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
21/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
22/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
23/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
24/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
25/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
26/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
27/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
28/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
29/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
30/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
31/01/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
1/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
2/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
3/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
4/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
5/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
6/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
7/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
8/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
9/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
10/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
11/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
12/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
13/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
14/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
15/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
16/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
17/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
18/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
19/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
20/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
21/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
22/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
23/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
24/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
25/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
26/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
27/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
28/02/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
1/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
2/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
3/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
4/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
5/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
6/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
7/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
8/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
9/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
10/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
11/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
12/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
13/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
14/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
15/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
16/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
17/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
18/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
19/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
20/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
21/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
22/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
23/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
24/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
25/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
26/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
27/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
28/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
29/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
30/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
31/03/2021,tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr S (S2),tr N(S4),transfer
1/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
2/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
3/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
4/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
5/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
6/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
7/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
8/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
9/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
10/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
11/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
12/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
13/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
14/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
15/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
16/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
17/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
18/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
19/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
20/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
21/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
22/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
23/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
24/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
25/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
26/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
27/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
28/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
29/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
30/04/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
1/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
2/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
3/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
4/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
5/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
6/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
7/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
8/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
9/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
10/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
11/05/2021,tr S (S2),tr S (S2),tr E (S3-S5),tr E (S3-S5),tr E (S3-S5),tr N(S4),tr E (S3-S5)
